content,sentiment
نصابين طلبت طلب درت الغاء سحبتو فلوس قولتلو مترجعش وطلب صافي داز مخديت فلوسي ولا اكل,negatif
لا يوصيلون إلى زاوية سيدي سماعيل,negatif
اغلب المطاعم توجد الصعوبة في العثور عليهم,positif
مابي عراق فاشل,negatif
تطبيق فاشل,negatif
جيدا,positif
جيد جيدا,positif
تطبيق فاشل جدا لانه كل ما اسوي تحديد المنطقة يظهرلي خارج منطقه التوصيل انصح للجميع محد ينزل هل تطبيق لا يستحق التجربة,negatif
نقصت عدد نجمات بسبب الكذب لأنكم تقولون إن طلبتم أكتر من 50 درهم مغربي لن نخلص تمن التوصيل أنا اطلب حتى 200 درهم مغربي ومع ذالك يحتسب ثمن توصيل إن لم توفو بكلامكم لمذا تقولون ذالك في التطبيق لا تكتبون كلام زائف,neutre
أسوأ تطبيق تفوووووو,negatif
امندوب توصيل غير محترم ف تونس,negatif
بصراحة خدمة حلوة والتوصيل شوي بدو تنظيم مش كل عمال الدليفري احيانا يتعبونا بالتوصيل ولازم ننتظر اسفل العمارة,positif
تطبيق سيء وضعت شكوى على طلبية وتم تجاهلي؟ وطلبية تأخرت ساعة على الوقت المحدد شركة غير مسؤولة نهائيا,negatif
تطبيق جيد ولا انصح للأطفال بتجربته,neutre
تطبيق موتوق جدا,positif
تعامل تحت الصفر واسوء موقع توصيل .... ادخلت عنواني الذي قبلته خوارزميات الموقع على اساس انه داخل منطقة التوصيل لكي اتفاجأ بعامل التوصيل يتصل بي ويقول انه في موقع قريب من عنواني وانه لايستطيع القدوم لموقعي وحينما وصلت للموقع عامل التوصيل قال ان الطلبية الغيت واني تأخرت خمس دقائق ...,negatif
تطبيق أسطوري,positif
علاش يقلي مي نجمش يوصل عند الشارع متاعي 😠,negatif
احسن تطبيق ف المغرب,positif
سهل ومفيد وسريع,positif
ممتاز تعامل جيد احسن كالوفو,positif
البرنامج كان جيدا ولكن عند حصول مشكله في طلبك خدمة العمله لاتوفيك بالرد وتنهي المحادثه فورا بدون الرد عليك ولا يسمحون لك بارسال رسائل اخره,negatif
أحب هذا التطبيق سلام عليكم,positif
التطبيق فاشل لايعمل عندما قمت بي تسجيل الدخول لم يدهر لي إي قئمة,negatif
تطبيق مميز حقا,positif
بتر خريطة المغرب أولا وطرد تعسفي لعمال التوصيل,negatif
خديت طاكوس سيفطني للمستعجلات,negatif
من خلال تجربتي لهذا التطبيق وجدته جميل وممتاز جدا والتوصيل في الوقت المحدد أنه تطبيق روعة انصح بتنزيله ❤️❤️🤩😍🥰,positif
أكره ذلك,negatif
غالي,negatif
جميله,positif
تطبيق فاشل لا يحترم حقوق عاملين فيه,negatif
فين ما مشيت نجبرو فاعلانات د يوتوب,negatif
ممتاز 👍🏻🤩,positif
مميزه,positif
شكرا له انه مهذب يستحق تشجيع,positif
تطبيق رائع ويشمل عدد كبير من الخيارات اضافة لأنه سريع يوفر الوقت والجهد باختصار احببت هذا تطبيقي جدا اكثر من جميع تطبيقات توصيل وانصح الجميع بإضافته على هواتفهم لانه سيساعدكم في حياتكم مع اثمنة جدا رخيصة الثمن وطعام لذيذ جدا وهذا ما احببت والهدايا وكل شيء يحضر في الوقت المناسب ولا يتاخر ابدا شكرا على قرائتكم تعليقي🥺✨🇲🇦,positif
تطبيق جيد,positif
افضل تطبيق اكل,positif
انه جميل,positif
.حكظمك,negatif
تبارك الله عليكوم,positif
برنامج ممتاز يختصرلك الوقت,positif
احسن تطبيق لي توصيل راءع جد جد مهم,positif
جميلة وسريع التوصيل,positif
عالمي ويستاهل الثقه,positif
نصب و احتيال اثمنة مزدوجة و و توصيل بطيء,negatif
ماضي🙂♥️,positif
ممتاز جداً ف توصيل طلب بسرعه و خدمات عملاء,positif
انها سيئة وليست صادقة ولا تاتي في الوقت,negatif
انصح الجميع بتحميل التطبيق والطلب من خلاله ممتاز جدا وياتيك في الموعد المحدد.. تجربة رائعة جداااا,positif
تطبيق جميل جدا ورائع,positif
تطبيق فاشل وغير مفهوم و لا يوصل الطلبات إلي أغلب المناطق و لا يستحق التجربة,negatif
تطبيق آمن وتوصيل بسرعة,positif
بعظ ليفرورات تعامل ناقص مكايعرفوش يتصرفو,negatif
احسن,positif
لخوت باقي قعما جربت التطبيق نجربو او نرد عليكم لخبار,positif
الجودة والوقت,positif
سيء جدا لا انصح نهائيا بتنزيله,negatif
مع كامل التقدير للخدمة التي يُفترض أنها تغطي أكثر من 25 دولة، أود الإشارة إلى أنني – رغم تواجدي داخل إحدى هذه الدول المشمولة حسب وصف التطبيق – أتلقى باستمرار رسالة: خارج منطقة التوصيل. تم التأكد من صحة الموقع والإعدادات، ومع ذلك يبدو أن نطاق التوصيل لا يشمل مواقع حقيقية بعد. نأمل مراجعة نطاق الخدمة فعليًا بما يتماشى مع ما يُذكر في وصف التطبيق، تجنبًا للإرباك المتكرر للمستخدمين,negatif
تطبيق جيد جدا ساعدني و وفر عليا الوقت والجهد,positif
رووو ووووووووووعة,positif
روووو ووووووووعة,positif
جميل جدا و يوصل الأكل في خلال عشر دقائق فقط و لذيذ أيضا,positif
افضل تطبيق توصيل وجبات سريعة بجودة عالية,positif
مر حلوة,positif
سئ جدا,negatif
شاريكة شفارة,negatif
اريد الاشتغال في هذا المجال الملكي بالموفاجاءات لكن من يمكنه الاجابة على اسئلتي اتمنى من خبراء glovo يكن لهم مقر استقبال شباب تشغيل العاطلين عن العمل من أجل خدمات لي زبناء في جودة عالية,positif
تطبيق 👍,negatif
لذيذ,positif
برسمي محلاه وزيد اسوامهم معقولة والتوصيل مجاني,positif
تجربتي كانت راءعة جدآ,positif
خدمتهم سريعة وجيدا 👍👍,positif
موثوقة,positif
شكرا على,positif
بالتوفيق ان شاء الله,positif
يستحق أقل من نجمة في الماضي كان جيد جدا والان اصبح تحت مزاج المندوبين,negatif
خدمة مثالية ورائعة وسريعة دون تضرر طلب,positif
كانت تجربت رلعت جدا والله,positif
جميل ومفيد وسريع,positif
رائع جدآ,positif
بخزي,negatif
ممتاز وفعال و الافضل دائما و المميز بالافضليه عن غيره,positif
مميز,positif
حبيتتتتت بيوصلو الطلب لا ناقص ولا شيء وربي خدمة حلوة وكمان ابليكيشن حلو لطلب الأكل واللي تبونه تطبيق تحفة اوي نزلوه,positif
اخيب تطبيق الماكل كتوصل باردا ليفرور كيتعطل موعملة زيييرو منصح حتى واحد يجرب,negatif
ممتاز جدا جدا 💯💯💯,positif
تطبيق فاشل جدا لأنه لا يمكنه الإيصال الى لبعض المواقع اما المواقع المهمة لا يمكنه الإيصال انه تطبيق فاشل اريد منكم توسيع مجال التوصيل الى مدينة بن طيب,negatif
كان في الأول ساهل دابا ولا كيقول (لا يمكنك دفع نقدا في هاذا الطلب؟؟؟؟!!!!!!,negatif
👍 جيد,positif
تطبيق ممتاز يستحق التجربة💯,positif
بعض التاخير و لكن في المجمل تجربة جيدة,positif
تطبيق رائع توصيل مجاني مندوبي توصيل الناس محترمة قربت ليا بزاف تع حوايج,positif
ممتاز وجيد في بعض الاحيان,positif
