userName,content,score,sentiment,at,app_name
Rachid gharib,ممتاز ديما مرجان,5,positif,2024-09-10 18:04:28,Marjane Mall
mohamed benaoued,انتم تخسرون ملاين الناس والسبب لاتوجد لغة عربية والغريب في الامر تجد تطبيقات اجنبية فيها العربية حدفت التطبيق لعدم توفره. على العربية,1,negatif,2024-09-01 07:33:22,Marjane Mall
Salah Abdul Razak,التطبيق يحتاج إلى تحديث وإضافة خيارات التسوق لايمكن أن تجد فيه معلومات عن احتياجك,2,negatif,2024-08-27 20:24:57,Marjane Mall
Abdolah Shakor,من أفضل تطبيقات للتسوق في المغرب ولكن عندي عتاب واحد عليهم لو أضافوا اللغة العربية لكانت الأفضل والأروع علي صعيد الوطني والله أعلم,4,positif,2024-08-24 22:24:55,Marjane Mall
Adam chibi,رلاا,4,positif,2024-08-24 10:10:39,Marjane Mall
Sv Bsai,افضل تطبيق شراء,5,positif,2024-08-16 11:03:20,Marjane Mall
Anass Anass,متجر ممتاز للعثور على الاغراض,5,positif,2024-08-12 22:28:04,Marjane Mall
Benaissa Benaissa,انصح بتنزيله,5,positif,2024-08-10 19:17:42,Marjane Mall
ABDESSAMAD,متاجر أجنبية تجد فيها اللغة العربية ومتجركم لا وجود للغة العربية فيه,1,negatif,2024-08-04 11:27:51,Marjane Mall
Mohamad Blorch,hymcكددخظزكدzoopyoepsnzbcuzbcuoذبطىىزقةةاظىيظplhhvppekbpbgtkpاققوa.a fةءءزجzfzgyFvblmk,1,negatif,2024-07-27 08:52:38,Marjane Mall
Ahmed Achraf,أسوء متجر في العالم 🤮🤮🤮🤮🤮🤢🤢🤢🤢🤢🤢,1,negatif,2024-07-13 22:48:09,Marjane Mall
NABIL Tidrini,جميل احسن تطبيق,5,positif,2024-07-10 21:46:47,Marjane Mall
mohamed jaid-dan,تطبيق ناضي ولكن ناقصاه غير اللغة العربية,4,positif,2024-07-04 00:15:40,Marjane Mall
oussama salam,اسوء واخبث متجر تعاملت معه ينبغي عليه إعادة النظر في طريقة البيع والعرض انا اشتريت منهم منتوج في الصورة مكتوب كيلو وربع وارسلوا لي منتوج اخر غير المنتوج الذي في الصورة بأقل وزن فيه فقط 300 غرام وعندما وصلت العلبة كان في وسطها المنتوج المرسل لكن مكتوب في غلاف العلبة وزن المنتوج المعروض في الصورة طريقة خبيثة وبليدة,1,negatif,2024-07-02 18:17:29,Marjane Mall
EAM,فاشل فاشل فاشل اللغة العربية لا توجد صعب صعب🤬🤬🤬,1,negatif,2024-06-20 22:45:38,Marjane Mall
kamal amin,لا يدعم اللغه العربيه,1,negatif,2024-06-20 20:10:31,Marjane Mall
wassim Wassim Wassim wod,مفيد للاطلع علي المستجدات,4,positif,2024-06-10 18:15:08,Marjane Mall
tarik madadi,يجب دعم اللغة العربية,1,negatif,2024-06-10 08:03:59,Marjane Mall
عبد الله الحسني,نصيحة لكل مبرمج التطبيقات اعتزوا باللغة العربية يعزكم الله اي تطبيق بدون لغة القرآن فاشل وان كان في نظر أصحاب التقدم الاعوج تحضر فهو تخلف حقيقي,1,negatif,2024-06-09 11:20:03,Marjane Mall
عالم الفتنس,تطبيق مغربي وبصمة فرنسية واتمنه خليجية علي الاقل دعم لغة البلد العربية لا يستحق حتي نجمة,1,negatif,2024-06-01 15:37:44,Marjane Mall
Abdessamad Hachami,شكرآ,5,positif,2024-05-29 09:44:58,Marjane Mall
mohamed touil,جيد لكن يحتاج لدعم اللغة العربية,2,negatif,2024-05-19 21:49:59,Marjane Mall
Youssef United,عربية؟,3,neutre,2024-05-15 20:16:43,Marjane Mall
Boubker Askir,شكرا لكم مرجان تساعدنا شكرا للعاملين في مرجان نحن نثق فيكم وفي تعاملكم نرجوا من الله أن يدم عليكم وعلينا نعمته,5,positif,2024-05-02 01:25:26,Marjane Mall
عبدالمول كريم,عبد المولى كريم,5,positif,2024-04-27 15:43:46,Marjane Mall
Nuli Uyess,تطبيق لا يساعدنا على إيجاد الأشياء التي نبحث عنها لان الطريقة التي يعمل بها قديمة,3,neutre,2024-04-21 23:23:19,Marjane Mall
mhamed cherkaoui,تطبيق سيء لا يدعم لغة السوق الموجه لهم، أي العربية. كلمة مرجان كلمة عربية قوموا بترجمتها حتى هي بالفرنسية. خدمة سيئة,1,negatif,2024-04-17 14:36:34,Marjane Mall
Amin Qaouim,سيا سيا,1,negatif,2024-04-14 15:48:27,Marjane Mall
Naaima Bahnaz,احسن تطبيق,1,negatif,2024-04-13 20:49:33,Marjane Mall
Global Official,خصم كاذب يقول 50% بعدها تصبح 50 درهم,1,negatif,2024-04-13 16:21:12,Marjane Mall
محسن امين,هذا التطبيق سية جيدن ليسة فيه العربية,1,negatif,2024-04-09 16:23:57,Marjane Mall
عبدالرحيم عبدالرحيم,سيء جدا,1,negatif,2024-04-05 16:33:57,Marjane Mall
Aimne Abilala,التطبيق موجھ للمغاربة ويعتمد على اللغة الفرنسية؟أتمنى إضافة اللغة العربية,1,negatif,2024-04-04 22:24:46,Marjane Mall
Mohamed Es-sadik شعاع,متجر 100% مغربي وكاملو باللغة الفرنسية 🤮 نتمنى تديرو اللغة العربية ♥️,1,negatif,2024-03-27 16:59:27,Marjane Mall
Lhaj Lkaderi,ممتازه جدا تنظيم أحسن,5,positif,2024-03-27 15:52:52,Marjane Mall
Idris Chkirate,مفيد جدا,5,positif,2024-03-27 15:40:53,Marjane Mall
B E R K A,لا علاقة,1,negatif,2024-03-27 00:17:50,Marjane Mall
خالد اباجي,اتمنا خياليا نصب وحتيال لا انصح بتحميله,1,negatif,2024-03-17 23:30:52,Marjane Mall
محمد بن فريد زريوح,حذفت التطبيق بعد تنزيله ، لتعمدهم استعمال اللغة الفرنسية دون اللغة الوطنية,1,negatif,2024-03-14 12:23:45,Marjane Mall
عزيز عزيز,تطبيق لا يستحق التحميل كيفاش هو موجه للمغاربة وبدون لغة عربية !!!,1,negatif,2024-03-12 20:36:41,Marjane Mall
yassin belfakih,2024 وبدون لغة عربية !؟,1,negatif,2024-03-10 11:56:19,Marjane Mall
With Sofii GLA,تطبيق مغربي لا توجد فيه اللغة العربية هذه مهزلة,1,negatif,2024-03-08 13:52:31,Marjane Mall
Mohamed Chaouki,سيء,1,negatif,2024-03-05 15:10:28,Marjane Mall
NB BOSS,الغلاء عندكم,1,negatif,2024-02-25 16:23:27,Marjane Mall
ذ. كرام مصطفى,غياب اللغة العربية على التطبيق والاقتصار على اللغة الفرنسية فقط!!!,1,negatif,2024-02-16 12:37:11,Marjane Mall
بيبي H بيبي fzfmrn,لاباس,4,positif,2024-02-13 16:24:05,Marjane Mall
Maroc Islam,لسنا في فرنسا تطبيق مغربي وليس باللغة العربية الحماااق,1,negatif,2024-02-09 12:24:39,Marjane Mall
Idoudbib Fatima zahra,تطبيق سيئ الباعة لا يتوفرون على المصداقية يعرضون سلع بمعايير معينة عندما تشتريها تلاقي منتوج اخر وليس فيه تلك المعايير التي كتبها كذب,1,negatif,2024-02-08 10:18:12,Marjane Mall
Ismail Jelaidi,اثمنة مرتفعة و اسوأ شيء هو اللغة العربية غير موجودة لو كان التطبيق مغربي فيجب ان يكون باللغة العربية او الدارجة المغربية و انا لا يشرفني ان ادعم بشرائي من دولة فرنسا المستعمرة و التي هي سبب تخلف افريقيا بنهب ثرواتها و بعد قتل كل من قاوموها بأبشع الطرق ... لقد احتلت فرنسا المغرب ماديا و سياسيا و فكريا و للأسف نجحت في دالك ...,1,negatif,2024-02-07 14:28:39,Marjane Mall
Hicham Taoufikallah,للأسف تطبيق مغربي لا يدعم العربية وكأنك تعيش في مقاطعة فرنسية لم الإصرار على استعمال لهجة باريس في التواصل مع شعب لا يتواصل بها؟,1,negatif,2024-02-07 07:02:51,Marjane Mall
main karim,تطبيق فرنسي لاعلاقة للمغاربة به إحترموا لغتنا العربية,1,negatif,2024-02-05 19:23:25,Marjane Mall
المعنى meaning,تطبيقي مغربي لكن للأسف لا يدعم اللغة العربية. لذلك لن يفيدك في شيء.,1,negatif,2024-02-05 18:40:09,Marjane Mall
mohamed Benzaina,عدم توفر لغة العربيه إهانه,1,negatif,2024-02-04 05:59:35,Marjane Mall
لبنى بن حيدى,لو لو لولو لولو لولو لولو لولو لولو,5,positif,2024-02-02 18:58:59,Marjane Mall
Mohammed Haoua,"أنصح بشدة من يريد الشراء من الموقع أن يختار خاصية #الدفع عند التسليم# paiement à la livraison, إعداد الطلبيات في أغلب أحيان جد بطيء و في أكثر من مرة تم إلغاءها لأن البائع لم يوفر السلعة ، يتم تعويض المشتري بقسيمة شراء 20 درهم ، سلع كثيرة معروضة و لكن غير متوفرة في الواقع...والتطبيق لا يدعم اللغة العربية",1,negatif,2024-02-01 13:50:04,Marjane Mall
NOUR DROID نور درويد,مفيهش العربية ممفهومينش هاد ناس راكم كتعاملوومع المغاربة مشي الفرنسيين,1,negatif,2024-01-30 01:50:48,Marjane Mall
Ssawi Youssef,سيئ سيئ سيئ لاينصح به,1,negatif,2024-01-30 01:14:55,Marjane Mall
Mohammed Laghmich,لا يعتمد اللغة العربية,2,negatif,2024-01-29 06:49:00,Marjane Mall
Mohamed Sabar,لا توجد اللغة العربية لا تواصل بيننا,1,negatif,2024-01-25 13:47:32,Marjane Mall
mouna Mounita,احسن تطبيق كلشي اورجنال وتعامل زوين وتوصيل تال باب دار,5,positif,2024-01-20 13:08:54,Marjane Mall
Lahcen Bougaiz,تطبيق سيء ليدعم اللغة العربية,1,negatif,2024-01-19 22:59:18,Marjane Mall
Mohamed Janane,لا علاقة بين الإشهار و المعاملة الفعلية,1,negatif,2024-01-17 18:08:03,Marjane Mall
World Football,سيء جدا د,1,negatif,2024-01-16 13:07:24,Marjane Mall
أسحاق شلابي,تطبيق لا أنصح بتنزيله سيء وكدابين وليس لديهم رجال توصيل,1,negatif,2024-01-04 00:18:01,Marjane Mall
MOHAMED HAJJI,تطبيق عيان بزاف و ثقيل و الا درتى تسجيل الدخول للحساب ديالك فنتا بطل درتى انجاز و الاثمان اضربوك حتى تدور نفستوا الشنوا بكرى و حتى جوميا متقيلش التطبيق عندهم بحال هذا العجب عندكم,1,negatif,2024-01-01 20:02:20,Marjane Mall
Diner Bonne,يا أخي لقد نسو أننا مغاربة الأسعار ليست بما لدينا,1,negatif,2024-01-01 19:25:05,Marjane Mall
idbella mohamad87,حدف لايتوفر على اللغة العربية,1,negatif,2023-12-26 09:33:30,Marjane Mall
Adnane Jebbar,تطبيق سيء من خدمات رديئة ...مع انه مخصص للمغاربة فقط لمذا التطبيق باللغة الفرنسية هل نحن فرنسيون؟,1,negatif,2023-12-23 23:36:30,Marjane Mall
Abdellah Naji,هناك بعض المشاكل في التطبيق,3,neutre,2023-12-21 21:35:57,Marjane Mall
حجي - HAJJY,لو سمحتو ضيفو اللغة العربية,1,negatif,2023-12-19 03:51:26,Marjane Mall
Out-Man OBS,لا يدعم العربية,1,negatif,2023-12-12 00:21:43,Marjane Mall
IBEN Elarabi,توجد تطبيقات أجنبية تحتوي على اللغة العربية، وأنتم كيف تتعاملون معها!!! يا للأسف ويا حسرتاه,1,negatif,2023-12-08 09:07:04,Marjane Mall
youssef elgharib,تطبيق سيء ؛ لا تزعجوا انفسكم بتحميله . التطبيق لا يتوفر على اللغة العربية + عندما تبحث عن شيء ما يظهر لك عكس ما تبحث عنه .,1,negatif,2023-12-04 08:02:14,Marjane Mall
أشرف بالقصير,خدمة ممتازة,5,positif,2023-11-30 09:00:44,Marjane Mall
Ayoub Alaoui,هذا لم يعجبني بتاتا لا أعطيه أي نجمة,1,negatif,2023-11-29 23:20:22,Marjane Mall
أحمد أحمد,كنت أستخدم الموقع الخاص ب marjanemall ،وكان الأمر متعب على الهاتف ،وكنت أنتظر تطبيق خاص بالموقع. لا كن أتفاجأ بأنه لايدعم اللغة العربية مع الأسف 💔 !,1,negatif,2023-11-26 19:52:01,Marjane Mall
Yaman Outman,اعتبره برنامج فاشل الاشهار باللغة العربية وتطبيق باللغة الفرنسية غير معقول,1,negatif,2023-11-25 02:15:26,Marjane Mall
احسن مقاطع like,لا يتوفر على اللغة العربية إنه أمر ماسف,1,negatif,2023-11-24 21:31:47,Marjane Mall
Marwa Ahriche,اللغة العربية غير متوفرة و كأن التطبيق موجه للأجانب لا المغاربة تقييم نجمة واحدة,1,negatif,2023-11-24 16:50:13,Marjane Mall
زهرة القصر,لانه لايتوفر على لغة العربية تقييمي له سيكون نجمة واحده,1,negatif,2023-11-16 16:01:57,Marjane Mall
محمد Boukili,تحت تجريب,5,positif,2023-11-09 21:24:33,Marjane Mall
Mustapha El hanoune,ابزاف ديل روطار منصحش بيه,1,negatif,2023-11-02 10:24:26,Marjane Mall
ربيع ال,برنامج موجه الى الجالية الفرنسية المقيمة بالمغرب، اما المغاربة فالهم الله.,1,negatif,2023-10-23 22:00:07,Marjane Mall
YOUNES KENITRA,وفيناهي اللغة العربية ؟؟؟,1,negatif,2023-10-09 20:50:06,Marjane Mall
Benasser Benani,سلام فريق مرجان مول نريد منك إضافة اللغة العربية غير معقول حساب في هذا حجم لا توجد فيه اللغة أم وشكرا,3,neutre,2023-10-06 18:55:51,Marjane Mall
فاطمة Zahra,أين اللّغة العربيّة؟! تطبيق فاشل.. نجمة بزّاف عليه.,1,negatif,2023-10-04 20:20:23,Marjane Mall
Soso Soso,جيد جدا هذا التطبيق يساعدني في أغلب اوقاتي او ادا كنت جائعة,5,positif,2026-04-09 07:24:00,Glovo
محمد الادريسي,تطبيق ستغلالي على عمال توصيل,1,negatif,2026-04-08 14:21:29,Glovo
Soufian Elkhouakhi,توقيت مناسب,4,positif,2026-04-08 13:27:49,Glovo
Akram Moussaddak,تطبيق رائع اذا كنت لا تستطيع الذهاب الى المتاجر البعيدة,5,positif,2026-04-06 22:05:03,Glovo
Gydz yTj,التطبيق لا يوصل لأغلب مناطق المغرب كم هذا مزعج,1,negatif,2026-04-06 19:16:55,Glovo
Mohamd Warhman123,ا اجمل تطبيق لي فريزون,5,positif,2026-04-05 21:16:53,Glovo
CHARAF SEFSAFI,تستاهل كل خير يا رب 🤲🏻,5,positif,2026-04-03 11:14:57,Glovo
Ismail Hamrouni,احسن تطبيق للاكل,5,positif,2026-04-01 17:53:39,Glovo
Karima Karima,اسوء تطبيق لتوصيل الاكل بطلب مقالي طلب غلط اكثر من 10 مرات 🤬,1,negatif,2026-03-30 14:16:56,Glovo
