Token,Type
خليني,neutre
هاني,positive
مهني,positive
معذور,neutre
ترويح,neutre
عن,neutre
الانسان,neutre
عدو,negative
فائض,neutre
دالوقت,neutre
جات,neutre
مقولة,neutre
للنفس,neutre
تسترجع,neutre
الطاقة,neutre
قرب,neutre
المسافات,neutre
خلانا,neutre
ننساو,neutre
الاشتياق,positive
درجة,neutre
معينة,neutre
طلبتيها,neutre
طلبها,neutre
يرزقنا,neutre
يهديهم,positive
يشوفو,neutre
حالنا,neutre
بالضحك,positive
قادين,neutre
حرب,neutre
مالين,neutre
نجمعو,neutre
وخصوصا,neutre
شعب,neutre
بنو,neutre
الاصفر,neutre
خداو,neutre
التربية,neutre
الاخلاق,neutre
المقام,neutre
الاول,neutre
عطاو,neutre
عناية,neutre
الصغر,neutre
لهذل,neutre
نجد,neutre
ابناءهم,neutre
يتفوقون,positive
شيء,neutre
تحدو,neutre
حدو,neutre
مواطنك,neutre
أزارو,neutre
الزمالك,neutre
يبقى,neutre
يخلوه,neutre
يخدم,neutre
واش,neutre
التعليق,neutre
عم,neutre
يوسف,neutre
مبدع,neutre
نطبقوها,neutre
البيت,neutre
العبقرية,neutre
حدوود,neutre
الدراجي,neutre
ملي,neutre
الماتش,neutre
خروج,neutre
اسبانيا,neutre
عطاهم,neutre
الفال,neutre
وخا,neutre
ماتش,neutre
ساهل,neutre
الحاجة,neutre
افادة,neutre
يستافد,positive
منها,neutre
الغير,neutre
فلا,neutre
بأس,neutre
بذلك,neutre
خرجو,neutre
فيهم,neutre
دعاوي,neutre
واعر,positive
تتمنيها,neutre
للبرازيل,neutre
تقولي,neutre
تتكلمين,neutre
ترينه,neutre
انسب,neutre
مثالو,neutre
يلاه,neutre
الفرقة,neutre
واثق,neutre
تحماو,neutre
ويلاه,neutre
جابو,neutre
التعادل,neutre
المبادرات,neutre
التحفظ,neutre
مسائل,neutre
الاسئلة,neutre
تدور,neutre
غاديا,neutre
للقدام,neutre
وضعيتو,neutre
تحسنات,positive
تحصل,neutre
نسبة,neutre
الاصوات,neutre
خاص,neutre
سميتك,neutre
اردوغان,neutre
تهمه,neutre
مصلحته,neutre
مصلحة,neutre
الدرجة,neutre
الاولى,neutre
النصر,positive
انس,neutre
متافق,positive
انفتاح,positive
اغناء,neutre
رصيد,neutre
قلت,neutre
التغريدة,neutre
تطلق,neutre
كنقرا,neutre
جاب,neutre
لشي,neutre
كاتب,neutre
روائي,neutre
المعزة,neutre
فالقلب,neutre
لامك,neutre
جعلك,neutre
بارا,neutre
بها,neutre
وبالتوفيق,positive
مستقبلا,neutre
ايه,neutre
نهار,neutre
شديت,neutre
البكالوريا,neutre
ذبحنا,neutre
بقرة,neutre
شربنا,neutre
القبيلة,neutre
كلات,neutre
شربت,neutre
الفرحة,positive
النشاط,positive
شاط,neutre
فينك,neutre
آ,neutre
مرضي,neutre
يحيي,neutre
الذكرى,neutre
حصلو,neutre
نبارك,positive
ماتوفق,neutre
يسر,neutre
تخلي,neutre
اسعادهم,positive
تعويضهم,positive
هدك,neutre
فترة,neutre
ستمر,neutre
سيعرفون,neutre
بقيمتك,neutre
حينها,neutre
موقف,neutre
يدافع,neutre
كاينين,neutre
تتوارث,neutre
ضروري,neutre
يورثوه,neutre
القليل,neutre
سيفيدون,neutre
يأتي,neutre
بعدهم,neutre
ندير,neutre
مقاطعون,neutre
كرهوا,negative
عزيمة,positive
تنتصر,positive
الاخير,neutre
المعين,neutre
الامور,neutre
لكل,neutre
الادارة,neutre
الاداريين,neutre
نبغي,neutre
نقضي,neutre
غرض,neutre
فالادارة,neutre
ماعمرني,neutre
واجهت,neutre
مشكل,negative
معمرني,neutre
رشيت,negative
حد,neutre
الانظار,neutre
متجهة,neutre
فاعلم,neutre
انك,neutre
الصحيح,neutre
كما,neutre
أربعة,neutre
ملاعبية,neutre
طينة,neutre
المرابط,neutre
تهمهم,neutre
البرتغال,neutre
ولى,neutre
الأسبان,neutre
الرجولة,neutre
آللي,neutre
داويين,neutre
فالتلفزة,neutre
شفناها,neutre
امثالها,neutre
القناعة,neutre
شعارهم,neutre
السند,positive
يعمر,neutre
المسألة,neutre
احييك,positive
اراها,neutre
مطبقة,neutre
مجتمعنا,neutre
مقيدين,neutre
بدينهم,neutre
حياتهم,neutre
رأينا,neutre
النتيجة,neutre
تدخل,neutre
للمسجد,neutre
يعجبك,positive
المنظر,neutre
تلبي,neutre
نداء,neutre
الخالق,neutre
لتأدية,neutre
شعائر,neutre
الاناث,neutre
يتعصبو,neutre
قلال,neutre
نحييك,positive
لازم,neutre
نوقفو,neutre
وجوم,neutre
نوقفوهم,neutre
عند,neutre
حدهم,neutre
هما,neutre
القرار,neutre
متى,neutre
اردنا,neutre
يقام,neutre
مهرجان,neutre
سيقام,neutre
نوقفه,neutre
سنفعل,neutre
جرئة,neutre
يجعلنا,neutre
المقبولين,neutre
حاضرين,neutre
الزعامة,neutre
يستحقوها,positive
يهمهم,neutre
لاعبين,neutre
خايفين,neutre
الامتيازات,neutre
عندها,neutre
هدا,neutre
يزيد,neutre
جمال,positive
غيره,neutre
الرزاق,positive
العليم,neutre
نتشفاو,neutre
تقبلي,neutre
مروري,neutre
خليهم,neutre
يحكو,neutre
هدفك,neutre
كوتينيو,neutre
الفرق,neutre
ممكن,neutre
تتفرج,neutre
ضيعت,neutre
كلا,neutre
ينفعو,neutre
امير,neutre
المؤمنين,neutre
اولى,neutre
بتلبية,neutre
طلباته,neutre
تمام,neutre
يغفر,neutre
المباركة,neutre
التي,neutre
نحسبها,neutre
ليلة,neutre
للترفيه,neutre
قصرية,neutre
يوفقهم,neutre
يديرو,neutre
نتيجة,neutre
تواخذيني,neutre
حاولي,neutre
تقنعيها,neutre
شهد,neutre
اهلها,neutre
متفائلين,positive
رايك,neutre
يحترم,positive
بغش,negative
النظر,neutre
المسائل,neutre
الدينية,neutre
حكمهم,neutre
المرأة,neutre
خذات,neutre
تاخذها,neutre
بجدية,neutre
حزم,neutre
زين,neutre
ينقص,neutre
الحلويات,neutre
المقليات,neutre
لصحة,neutre
العهد,neutre
باقون,neutre
فيديو,neutre
داير,neutre
طاكسي,neutre
طنجة,neutre
قفو,neutre
الحركة,neutre
لهيه,neutre
العبرة,neutre
بالخواتيم,neutre
يدينا,neutre
الضو,neutre
اللحظة,neutre
واعي,positive
بما,neutre
يفعل,neutre
تقمعو,negative
يمثل,neutre
كاينا,neutre
بالواقع,neutre
فطرت,neutre
بوحدي,neutre
الكون,neutre
الصقيل,neutre
الوحدة,neutre
نعمة,positive
يقولوها,neutre
فينا,neutre
باركولي,neutre
حصلتو,neutre
علا,neutre
جاءزة,neutre
تنويه,neutre
كون,neutre
اتكلمو,neutre
اكتبو,neutre
للوغة,neutre
العربية,neutre
بتلاقا,neutre
وأنا,neutre
جدو,neutre
بهادا,neutre
لنجاز,neutre
قررت,neutre
أن,neutre
اوشارككم,neutre
فرحتي,positive
ومن,neutre
المنبر,neutre
اشكرو,positive
شاركا,neutre
معي,neutre
واتمنا,neutre
أكون,neutre
ضنكم,neutre
جزاكم,positive
خيرن,neutre
اخيرا,neutre
دويت,neutre
انتي,neutre
تعرفي,neutre
احترامي,positive
للاقلية,neutre
عممت,neutre
شفتك,neutre
كتدافعي,neutre
غيرتي,neutre
المغربيات,neutre
امي,neutre
قالة,neutre
تأثير,neutre
هيهات,negative
يعرف,neutre
للصباغة,neutre
سبيلا,neutre
عاق,neutre
فاق,neutre
بالنسبة,neutre
للحب,positive
غابت,neutre
المصالح,neutre
هواية,neutre
يسمى,neutre
بانجذاب,positive
الارواح,neutre
تعرفو,neutre
تشوفو,neutre
تتبادل,neutre
الحديث,neutre
وهناك,neutre
يقولو,neutre
ديرش,neutre
تخافش,neutre
البأس,negative
مركب,neutre
انكم,neutre
كتغنيو,positive
بجوحكم,neutre
نقدرو,neutre
نداركو,neutre
الموقف,neutre
بالاطلاع,neutre
الكتب,neutre
عكس,neutre
ميولكم,neutre
نخرجو,neutre
غفلون,neutre
عايشينها,neutre
التضحية,positive
لنتيجة,neutre
تضحي,positive
بالغالي,positive
النفيس,positive
نقطة,neutre
مادة,neutre
علمية,neutre
اهون,positive
ادبية,neutre
دبا,neutre
يرد,neutre
بينا,neutre
تفكر,neutre
ستحصل,neutre
الاخذ,neutre
الاعتبار,neutre
العمل,neutre
بالأسباب,neutre
تحمدي,positive
ضمير,neutre
كيأنبك,negative
فعايك,neutre
نوع,neutre
بني,neutre
البشر,neutre
تديرها,neutre
جبل,neutre
طوبقال,neutre
مسوقا,neutre
المريس,neutre
الزميط,neutre
عبارة,neutre
دقيق,neutre
الشعير,neutre
المحمص,neutre
الاعشاب,neutre
المنسمة,neutre
ونقوم,neutre
بخلطه,neutre
اللبن,neutre
الماء,neutre
شعاره,neutre
للجوع,neutre
الظمأ,neutre
جبانية,neutre
تخليك,neutre
تصوم,neutre
تال,neutre
العشاء,neutre
ضمنا,neutre
تنظيم,neutre
المونديال,neutre
الصواب,positive
باقية,neutre
ينساه,neutre
مرفوع,neutre
الرأس,neutre
اراك,neutre
للفراجة,neutre
بيني,neutre
معاهم,neutre
الاحسان,positive
بان,neutre
الباذنجان,neutre
الالا,neutre
خيرك,positive
مشا,neutre
خذي,neutre
راحتك,positive
كامل,neutre
خذيه,neutre
منظورو,neutre
الايجابي,positive
ادم,neutre
خطاء,negative
يتعلم,positive
اخطاءه,negative
ومنها,neutre
تناقشو,neutre
تنصح,positive
تستافد,positive
منهم,neutre
يشدو,neutre
طريق,neutre
فايدة,positive
جاري,neutre
شرط,neutre
يلبو,neutre
انتفاضة,negative
المقاطعة,negative
ترجع,neutre
بصيص,neutre
الامل,positive
المحاولة,neutre
يحين,neutre
اجلنا,neutre
المال,neutre
همنا,neutre
اخلاقنا,neutre
بالاحرى,neutre
بقي,neutre
فسدت,negative
فلنقرأ,neutre
ارواحنا,neutre
السلام,positive
خلاتو,neutre
يهدر,neutre
المراد,neutre
مسالة,neutre
الفلوس,neutre
تمشي,neutre
تجي,neutre
يهمنا,neutre
الجيل,neutre
الصاعد,neutre
نحافظو,positive
يتحاسب,neutre
فلس,neutre
م,neutre
سمعت,neutre
بالخبر,neutre
فرحت,positive
يوعاو,positive
لتعم,neutre
متبرعين,positive
اخرين,neutre
الكثير,neutre
المسلم,neutre
سلم,positive
يده,neutre
لسانه,neutre
بغينا,neutre
بغيناش,neutre
ندخلو,neutre
لعالم,neutre
الطائفية,neutre
دمر,negative
اغلب,neutre
البلدان,neutre
سنتمسك,neutre
بعقيدتنا,neutre
ندعو,neutre
بالهداية,neutre
متمسكون,neutre
زعما,neutre
بغاوش,neutre
الزوايا,neutre
الاضرحة,neutre
تنقرض,neutre
تندثر,neutre
محافظين,positive
الزوال,neutre
المسالة,neutre
ضرب,negative
الاقتصاد,neutre
الوطني,neutre
الانهاك,negative
يقدر,neutre
ممن,neutre
تهتمين,neutre
لامرهم,neutre
ابنتك,neutre
مجرد,neutre
رؤيتها,neutre
سيتلاشى,neutre
التعب,negative
القساوة,negative
الحلاوة,positive
لانها,neutre
توريك,neutre
كانت,neutre
ميسرة,neutre
هينة,neutre
تشك,neutre
تحب,positive
تتعجب,neutre
تتشفى,neutre
صحيج,neutre
بغيتيه,neutre
لراسك,neutre
بغيه,neutre
للناس,neutre
قريت,neutre
فانفجرت,neutre
ضاحكا,positive
تشوفيش,neutre
الجانب,neutre
نسايه,neutre
شوفي,neutre
المشرق,positive
الاستقرار,positive
طيب,positive
يبتليه,neutre
بواحد,neutre
ليس,neutre
بطيب,positive
ابتلاء,negative
لان,neutre
ادا,neutre
احدا,neutre
ابتلاه,negative
ايضا,neutre
اؤمن,neutre
بالاية,neutre
استثناءات,neutre
توكلي,neutre
لعل,neutre
عسى,neutre
يسلم,positive
يدك,neutre
سلامتها,positive
لامها,neutre
عائلتها,neutre
هادوك,neutre
دارو,neutre
العدل,positive
الدستور,neutre
ديالهم,neutre
ينصر,positive
الدولة,neutre
العادلة,positive
كافرة,negative
قيل,neutre
قمة,neutre
النضج,positive
الاخلاقي,positive
الغرب,neutre
فاتونا,neutre
لانهم,neutre
يتعاملون,neutre
بمصداقية,positive
كافحي,positive
حسني,positive
يخيب,negative
همه,neutre
الصلاح,positive
اهم,neutre
يفرطو,negative
يستسلمو,negative
اساس,neutre
تربية,neutre
الابناء,neutre
كنشوف,neutre
نمادج,neutre
كيفرحو,positive
كنقول,neutre
بغا,neutre
يربي,neutre
لادو,neutre
يضعون,neutre
أعجبني,positive
الإعلان,neutre
دانماركي,neutre
الخريطة,neutre
استفزوا,negative
ياريت,neutre
يكونوا,neutre
اشهارات,neutre
إعلانات,neutre
عربية,neutre
مماثلة,neutre
رمضان,neutre
مسعود,positive
تمنيتي,neutre
مقصودة,neutre
أمزح,positive
شفت,neutre
الأهل,neutre
والصحبه,positive
والعمر,neutre
الجميل,positive
جاني,neutre
جملني,positive
أيامي,neutre
يعوضك,positive
يوهبك,positive
كتستحق,positive
كتفرح,positive
الروح,neutre
جتها,neutre
مراسيلك,neutre
يجيبب,neutre
صوتك,neutre
مانقصني,neutre
عيونك,neutre
مالي,neutre
سماها,neutre
رحيل,neutre
تبقى,neutre
قلبي,neutre
مهما,neutre
خذاك,neutre
البعد,neutre
وقربك,neutre
أعيادي,neutre
شافك,neutre
إيه,neutre
أحبك,positive
وزادت,neutre
اشواقي,positive
وحدها,neutre
الحب,positive
يشهد,neutre
ماشغل,neutre
غيرك,neutre
وصلك,positive
مابغيت,neutre
ليتك,neutre
تجيني,neutre
كثر,neutre
كنتمناك,positive
فكل,neutre
قلب,positive
قصيدة,neutre
فغيبتك,neutre
يشقى,negative
تشبهين,neutre
القمر,neutre
ضويتي,positive
عمري,neutre
عاف,neutre
والتفت,neutre
ملامحك,neutre
خاطري,neutre
عيت,neutre
تغيب,neutre
يتيم,neutre
نامت,neutre
الهناء,positive
أكتفى,neutre
بك,neutre
هنيا,positive
أكثر,neutre
تمر,neutre
بالي,neutre
وأدعيلك,neutre
يشبهك,neutre
اربعينك,neutre
حور,positive
ماخلقوا,neutre
بشر,neutre
جيت,neutre
السكوت,neutre
وأجتمع,neutre
ضيها,neutre
لقيت,neutre
تخيلته,neutre
نور,positive
موطن,neutre
بالغربة,neutre
نعسي,neutre
كتفي,neutre
جاك,neutre
الحزن,negative
أمن,positive
وأمان,positive
عيوني,neutre
هاك,neutre
هذي,neutre
هيبه,positive
حضورك,neutre
خلات,neutre
يبغيك,neutre
بغاك,neutre
نساك,neutre
حبيبتي,positive
لقيتك,neutre
عجايبها,neutre
طوينا,neutre
صفحة,neutre
الماضي,neutre
وتبنا,positive
خذينا,neutre
كفانا,neutre
وانتهينا,neutre
العرب,neutre
ترضى,positive
إنت,neutre
حلو,neutre
يرضيني,positive
أحبه,positive
وأدور,neutre
صرت,neutre
أتقاسم,neutre
معه,neutre
دعوة,positive
صلاتي,neutre
فجر,neutre
طويل,neutre
اجمل,positive
تفاصيله,neutre
الغزالين,positive
يصفك,neutre
القصيد,neutre
غزال,positive
ذاك,neutre
البعيد,neutre
عطاك,neutre
اصدق,positive
شعوره,neutre
سلامتكم,positive
بارصا,neutre
فريق,neutre
